"sample","scientific","maxn","family","genus","species","campaignid","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment","id"
"202","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5779333,115.4117167,20141217,06:04:00,"Geographe.Bay","Fished","NA",9.8,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.202"
"207","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5738333,115.23165,20141212,08:06:00,"Geographe.Bay","Fished","NA",23.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.207"
"208","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3873,115.5742333,20141214,11:03:00,"Geographe.Bay","Fished","NA",7.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.208"
"21","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3857167,115.39765,20141214,06:54:00,"Geographe.Bay","Fished","NA",15.7,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.21"
"215","Sparidae Chrysophrys auratus",2,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.6065667,115.2241167,20141215,10:45:00,"Geographe.Bay","Fished","NA",14.1,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.215"
"218","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5954833,115.3030667,20141217,09:46:00,"Geographe.Bay","Fished","NA",14.7,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.218"
"22","Sparidae Chrysophrys auratus",2,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.57455,115.1806667,20141209,07:10:00,"Geographe.Bay","Fished","NA",22.6,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.22"
"224","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4189,115.5035833,20141216,06:59:00,"Geographe.Bay","Fished","NA",16.5,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.224"
"23","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5041833,115.4289333,20141216,11:29:00,"Geographe.Bay","Fished","NA",13.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.23"
"234","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.6031667,115.3602167,20141217,10:03:00,"Geographe.Bay","Fished","NA",9.3,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.234"
"236","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4949167,115.4766833,20141216,10:45:00,"Geographe.Bay","Fished","NA",13.1,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.236"
"24","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.47115,115.2861667,20141209,06:05:00,"Geographe.Bay","Fished","NA",29.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.24"
"240","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4387833,115.4684667,20141216,08:56:00,"Geographe.Bay","Fished","NA",18.9,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.240"
"247","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5561,115.1345167,20141215,06:30:00,"Geographe.Bay","Fished","NA",26.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.247"
"25","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3833333,115.0827833,20141210,07:10:00,"Geographe.Bay","Fished","NA",42.5,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.25"
"250","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5628167,115.4223667,20141216,15:17:00,"Geographe.Bay","Fished","NA",10,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.250"
"256","Sparidae Chrysophrys auratus",2,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4083167,115.4774833,20141214,13:12:00,"Geographe.Bay","Fished","NA",11.1,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.256"
"26","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5500333,115.3236167,20141212,11:02:00,"Geographe.Bay","Fished","NA",20.5,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.26"
"267","Sparidae Chrysophrys auratus",2,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5707,115.1362,20141215,06:22:00,"Geographe.Bay","Fished","NA",23.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.267"
"27","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5463667,115.1883833,20141209,07:00:00,"Geographe.Bay","Fished","NA",28.2,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.27"
"270","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.52045,115.4206,20141213,06:00:00,"Geographe.Bay","Fished","NA",13.7,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.270"
"271","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5937,115.2133167,20141212,06:06:00,"Geographe.Bay","Fished","NA",27.3,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.271"
"272","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3815,115.4879333,20141214,08:37:00,"Geographe.Bay","Fished","NA",11.7,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.272"
"279","Sparidae Chrysophrys auratus",2,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5011833,115.4379167,20141216,11:32:00,"Geographe.Bay","Fished","NA",14.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.279"
"28","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.42715,115.2872833,20141211,07:07:00,"Geographe.Bay","Fished","NA",34,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.28"
"282","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5571833,115.3322333,20141217,08:02:00,"Geographe.Bay","Fished","NA",18.2,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.282"
"287","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5940333,115.2189,20141215,10:50:00,"Geographe.Bay","Fished","NA",16.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.287"
"288","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4709833,115.4775833,20141216,09:29:00,"Geographe.Bay","Fished","NA",14.3,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.288"
"29","Sparidae Chrysophrys auratus",2,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4869667,115.1764,20141209,10:30:00,"Geographe.Bay","Fished","NA",34.3,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.29"
"295","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5555333,115.46605,20141216,15:50:00,"Geographe.Bay","Fished","NA",2.5,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.295"
"298","Sparidae Chrysophrys auratus",4,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5825167,115.1301333,20141215,06:56:00,"Geographe.Bay","Fished","NA",18.1,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.298"
"3","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4920833,115.3549,20141213,08:41:00,"Geographe.Bay","Fished","NA",24.8,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.3"
"30","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.42405,115.33405,20141211,06:37:00,"Geographe.Bay","Fished","NA",31.8,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.30"
"304","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5958333,115.1453667,20141215,10:17:00,"Geographe.Bay","Fished","NA",13.7,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.304"
"31","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5986333,115.2369167,20141212,05:55:00,"Geographe.Bay","Fished","NA",26.3,"laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.31"
"314","Sparidae Chrysophrys auratus",4,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5869,115.1628333,20141215,09:03:00,"Geographe.Bay","Fished","NA",20,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.314"
"316","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3839667,115.5281667,20141214,10:49:00,"Geographe.Bay","Fished","NA",9.3,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.316"
"32","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4807833,115.46205,20141213,07:53:00,"Geographe.Bay","Fished","NA",14.1,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.32"
"320","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4417833,115.49575,20141216,08:49:00,"Geographe.Bay","Fished","NA",15.1,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.320"
"327","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4892333,115.3942,20141214,14:10:00,"Geographe.Bay","Fished","NA",11.8,"Damon","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.327"
"33","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3527667,115.3204833,20141211,08:54:00,"Geographe.Bay","Fished","NA",34.1,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.33"
"330","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5691167,115.104,20141215,06:44:00,"Geographe.Bay","Fished","NA",17.7,"Damon","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.330"
"331","Sparidae Chrysophrys auratus",8,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.6030833,115.2530333,20141215,13:46:00,"Geographe.Bay","Fished","NA",14.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.331"
"335","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5771167,115.2266667,20141212,08:09:00,"Geographe.Bay","Fished","NA",21.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.335"
"34","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3845167,115.0739,20141210,07:05:00,"Geographe.Bay","Fished","NA",43,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.34"
"346","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.6092,115.2392833,20141215,13:08:00,"Geographe.Bay","Fished","NA",14,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.346"
"35","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4055,115.4157167,20141213,11:14:00,"Geographe.Bay","Fished","NA",27.9,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.35"
"352","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4517667,115.4879833,20141216,08:45:00,"Geographe.Bay","Fished","NA",15.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.352"
"36","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4269,115.20765,20141210,11:17:00,"Geographe.Bay","Fished","NA",38.2,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.36"
"362","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.627,115.2948,20141217,10:23:00,"Geographe.Bay","Fished","NA",9.4,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.362"
"368","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5725167,115.45125,20141216,15:59:00,"Geographe.Bay","Fished","NA",3.7,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.368"
"37","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3585,115.3721,20141211,09:11:00,"Geographe.Bay","Fished","NA",30.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.37"
"375","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5902167,115.2205667,20141212,06:14:00,"Geographe.Bay","Fished","NA",26.9,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.375"
"378","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5555833,115.3912,20141212,13:08:00,"Geographe.Bay","Fished","NA",13.3,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.378"
"38","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5036833,115.1274333,20141209,12:45:00,"Geographe.Bay","Fished","NA",34.5,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.38"
"384","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4274667,115.51415,20141216,06:54:00,"Geographe.Bay","Fished","NA",13.5,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.384"
"39","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.465,115.43285,20141211,13:20:00,"Geographe.Bay","Fished","NA",19.8,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.39"
"391","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.50165,115.4101333,20141213,08:23:00,"Geographe.Bay","Fished","NA",17,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.391"
"394","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5181,115.3820167,20141216,13:18:00,"Geographe.Bay","Fished","NA",19,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.394"
"395","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.6072833,115.3444333,20141217,10:08:00,"Geographe.Bay","Fished","NA",9.2,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.395"
"399","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.6143333,115.31295,20141217,10:17:00,"Geographe.Bay","Fished","NA",10.8,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.399"
"4","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3921,115.2280833,20141210,14:13:00,"Geographe.Bay","Fished","NA",38.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.4"
"40","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4719667,115.2287167,20141209,09:57:00,"Geographe.Bay","Fished","NA",33.7,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.40"
"400","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3575833,115.5516833,20141214,08:58:00,"Geographe.Bay","Fished","NA",9.8,"Damon","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.400"
"407","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4881667,115.4274667,20141213,08:13:00,"Geographe.Bay","Fished","NA",16.2,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.407"
"41","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.36785,115.0985833,20141210,07:35:00,"Geographe.Bay","Fished","NA",42.5,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.41"
"416","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.6147833,115.2806167,20141217,10:34:00,"Geographe.Bay","Fished","NA",12.3,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.416"
"42","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5425167,115.3862333,20141212,13:13:00,"Geographe.Bay","Fished","NA",13,"laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.42"
"428","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.45045,115.5572167,20141216,06:31:00,"Geographe.Bay","Fished","NA",7.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.428"
"432","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4270333,115.4686,20141214,13:19:00,"Geographe.Bay","Fished","NA",10.7,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.432"
"439","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.6309333,115.2730667,20141217,10:29:00,"Geographe.Bay","Fished","NA",8.4,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.439"
"44","Sparidae Chrysophrys auratus",7,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3984333,115.30965,20141211,06:54:00,"Geographe.Bay","Fished","NA",34.4,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.44"
"442","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5066,115.41935,20141212,13:28:00,"Geographe.Bay","Fished","NA",14.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.442"
"443","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5698,115.2024833,20141212,06:34:00,"Geographe.Bay","Fished","NA",27,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.443"
"448","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.3965,115.4930667,20141214,13:05:00,"Geographe.Bay","Fished","NA",10.6,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.448"
"45","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4445667,115.13165,20141209,13:28:00,"Geographe.Bay","Fished","NA",41.1,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.45"
"451","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.41975,115.5529,20141214,11:32:00,"Geographe.Bay","Fished","NA",7.8,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.451"
"455","Sparidae Chrysophrys auratus",5,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.5671333,115.1820333,20141215,08:42:00,"Geographe.Bay","Fished","NA",24.9,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.455"
"458","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.51505,115.50435,20141216,10:58:00,"Geographe.Bay","Fished","NA",6.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.458"
"46","Sparidae Chrysophrys auratus",0,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.4028,115.3493,20141214,06:35:00,"Geographe.Bay","Fished","NA",18,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.46"
"463","Sparidae Chrysophrys auratus",1,"Sparidae","Chrysophrys","auratus","2014-12_Geographe.Bay_stereoBRUVs",-33.51505,115.50435,20141212,08:03:00,"Geographe.Bay","Fished","NA",24.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.463"
